Protein_Group	Protein_Ids	Protein_Names	Genes	First_Protein_Description	control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4
Cont_P02538;Cont_P04259;Cont_P48668	Cont_P02538;Cont_P04259;Cont_P48668	K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT6A;KRT6B;KRT6C		525.406	2989.33	1113.71	1675.23	1482.87	5051.39	5125.05	1338.16	4169.36	2598.97	
Cont_P02538;Cont_P13647;Cont_P48668	Cont_P02538;Cont_P13647;Cont_P48668	K2C5_HUMAN;K2C6A_HUMAN;K2C6C_HUMAN	KRT5;KRT6A;KRT6C		61436.8	37128.4	62592.1	293982	70753.3	237135	136589	71665.2	124304	12191.5	56269.7
Cont_P02538;Cont_P48668	Cont_P02538;Cont_P48668	K2C6A_HUMAN;K2C6C_HUMAN	KRT6A;KRT6C		1924.17	3009.69		4000.4	2386.06	5607.34	3558.55	3444.07	8718.46		
Cont_P02769	Cont_P02769	ALBU_BOVIN	ALB		41659.3	41483.8	38336.1	27656.1	39307.9	43850.5	131380	46603.8	36141.7	33873.5	114264
Cont_P04259	Cont_P04259	K2C6B_HUMAN	KRT6B					3289.11		5001.18	4652.89		5341.24	1875.61	2840.33
Cont_P04259;Cont_P04264	Cont_P04259;Cont_P04264	K2C1_HUMAN;K2C6B_HUMAN	KRT1;KRT6B		788490	177230	392424	12179.2	1.26475E+06	1.6637E+06	1.75166E+06	726541	1.61018E+06	11703.1	3.08162E+06
Cont_P04259;Cont_P48668	Cont_P04259;Cont_P48668	K2C6B_HUMAN;K2C6C_HUMAN	KRT6B;KRT6C		1107.15		1155.32	1711.68	2891.41	5948.5	10630.8	2160.62	8346.2	3664.33	2970.12
Cont_P04264	Cont_P04264	K2C1_HUMAN	KRT1		1.60098E+06	330135	916364	6.50472E+06	2.12461E+06	2.92648E+06	3.38263E+06	1.50799E+06	3.49003E+06	64188.4	5.96544E+06
Cont_P04264;Cont_P35908	Cont_P04264;Cont_P35908	K22E_HUMAN;K2C1_HUMAN	KRT1;KRT2		1.12514E+06	438405	912560	2.51589E+06	2.48347E+06	3.28554E+06	2.76798E+06	1.18307E+06	2.72953E+06	36922.6	4.0616E+06
Cont_P08727;Cont_P08779	Cont_P08727;Cont_P08779	K1C16_HUMAN;K1C19_HUMAN	KRT16;KRT19		2335.76			4587.61			6523.41	5062.79			
Cont_P08779	Cont_P08779	K1C16_HUMAN	KRT16		6605.66	1677.73	1403.34	11176.7	2356.31	4395.25	12083.2	3867.61	8522.35	1939.23	3465.88
Cont_P12035;Cont_P35908;Cont_Q01546;Cont_Q5XKE5	Cont_P12035;Cont_P35908;Cont_Q01546;Cont_Q5XKE5	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C79_HUMAN	KRT2;KRT3;KRT76;KRT79		23190.2	35391.6	74782.3	215295	241102	140866	58230.6	39841.2	66503	2356.31	4326.43
Cont_P13645	Cont_P13645	K1C10_HUMAN	KRT10		564257	200798	595944	2.45147E+06	1.88617E+06	1.94827E+06	1.53972E+06	591474	1.85492E+06	27052.2	195914
Cont_P13645;Cont_O77727	Cont_P13645;Cont_O77727	K1C10_HUMAN;K1C15_SHEEP	KRT10;KRT15		520713	149619	427148	1.99395E+06	1.91957E+06	989096	1.37596E+06	405365	1.4606E+06	15629.3	188932
Cont_P13645;Cont_Q7Z3Y7	Cont_P13645;Cont_Q7Z3Y7	K1C10_HUMAN;K1C28_HUMAN	KRT10;KRT28					4575.34							
Cont_P13645;Cont_Q7Z3Y7;Cont_Q7Z3Y8;Cont_Q7Z3Z0	Cont_P13645;Cont_Q7Z3Y7;Cont_Q7Z3Y8;Cont_Q7Z3Z0	K1C10_HUMAN;K1C25_HUMAN;K1C27_HUMAN;K1C28_HUMAN	KRT10;KRT25;KRT27;KRT28		370289	60643.4	392287	1.23271E+06	1.31902E+06	1.21603E+06	853295	337844	1.11868E+06	7864.83	99344
Cont_P13647	Cont_P13647	K2C5_HUMAN	KRT5		43416.7	16084	29784.3	291157	52623.3	149669	88452.1	52345.5	81823.2	12780.1	39603.9
Cont_P15252	Cont_P15252	REF_HEVBR			25047.4	29715.3	7255.23	21387.8	9161.55	25841.5	204466	10104.9	62074.7	33437.6	93690.6
Cont_P15497	Cont_P15497	APOA1_BOVIN	APOA1		108200	118798	120258	95663.3	106279	84001.6	79594.8	116099	109334	140993	111134
Cont_P15636	Cont_P15636	API_ACHLY			2.60187E+06	1.80493E+06	1.63794E+06	2.01751E+06	4.72466E+06	3.26297E+06	7.16093E+06	3.2125E+06	3.89422E+06	4.46768E+06	4.0497E+06
Cont_P20930	Cont_P20930	FILA_HUMAN	FLG		4809.01	7940.87	2953.38	22558.9	8817.37	9080.24	27592.5	9324.18	15051.8	5007.06	18734.6
Cont_P35527	Cont_P35527	K1C9_HUMAN	KRT9		642284	20195	39768.2	1.75975E+06	30284.8	63265.2	369495	605175	97698.3	24383.4	5.35398E+06
Cont_P35908	Cont_P35908	K22E_HUMAN	KRT2		184673	172279	447941	1.23303E+06	1.53054E+06	969993	265193	240255	424487	13615.5	33872.9
Cont_P78386	Cont_P78386	KRT85_HUMAN	KRT85											2301.96	
Cont_P78386;Cont_P25691	Cont_P78386;Cont_P25691	K2M3_SHEEP;KRT85_HUMAN	KRT85											5483.71	
Cont_Q01546;Cont_Q9NSB2	Cont_Q01546;Cont_Q9NSB2	K22O_HUMAN;KRT84_HUMAN	KRT76;KRT84					7615.93					1934.8		
Cont_Q04695	Cont_Q04695	K1C17_HUMAN	KRT17		3454.42		2987.66	5213.88	3924.29	5098.29	8616.39	1802.46	6395.14		2959
Cont_Q14525	Cont_Q14525	KT33B_HUMAN	KRT33B								3075.28		10105.8	14570.6	
Cont_Q15323	Cont_Q15323	K1H1_HUMAN	KRT31							2896.37	1775.8		1779.1	11644.2	
Cont_Q29443	Cont_Q29443	TRFE_BOVIN	TF		3918.79	4026.34	3925.83	3635.15	3925.19	5895.6	4880.5	3914.84	7093.26	3861.33	3582.79
Cont_Q5D862	Cont_Q5D862	FILA2_HUMAN	FLG2		7462.34	6815.62	8588.4	13994.9	15167.8	21061.2	21878	10697.8	21096.6	4541.8	9800.05
Cont_Q5XKE5	Cont_Q5XKE5	K2C79_HUMAN	KRT79										3692.65		
Cont_Q6KB66	Cont_Q6KB66	K2C80_HUMAN	KRT80		3948.48	3853.7	4361.99	11187.6	6895.72	12542.4	10438.4	4112.61	8073.22	4625.29	6867.04
Cont_Q7Z794	Cont_Q7Z794	K2C1B_HUMAN	KRT77		9051.2	3946.81	4941.68	10656.4	14456.2	62474.8	13116.8	11047	30386.1	9364.43	
Cont_Q86YZ3	Cont_Q86YZ3	HORN_HUMAN	HRNR		10298.4	5928.1	8299.36	29861	7788.91	12044.5	15217.2	37993.3	11354.7	6464.93	96655.8
Cont_Q8N1N4	Cont_Q8N1N4	K2C78_HUMAN	KRT78		9118.81	4955.7	5011.18	22653.6	14792.7	18134.2	14407.5	7954.14	12980.1		15530.8
Cont_Q9C075	Cont_Q9C075	K1C23_HUMAN	KRT23				909.783	926.736		1439.3			1462.2		
Cont_Q9NSB2	Cont_Q9NSB2	KRT84_HUMAN	KRT84							2064.65			3042	12341.6	
D3YXK2	D3YXK2	SAFB1_MOUSE	Safb		2660.17	2441.67	2522.47	2860.98	3974.41	3184.56	3571.95	2882.62	3865.57	2354.64	2121.48
D3YXK2;Q80YR5	D3YXK2;Q80YR5	SAFB1_MOUSE;SAFB2_MOUSE	Safb;Safb2		1703.61	4025.47	2793.13	3284.25	4804.83		4282.53	3941.93	2650.63	2142.25	
D3YYU8	D3YYU8	OBSL1_MOUSE	Obsl1		2389.9	2824.88	2175.42	2087.93	2720.42	2845.26	1328.45	2997.05	3233.37	3310.96	3157.37
D3YZZ5	D3YZZ5	D3YZZ5_MOUSE	Tmed7		4271.07	3894.27	3723.85	5208.29	6338.18	6174.5	6754.05	5539.11	6819.93	4653.27	6319.89
D3Z0M9	D3Z0M9	D3Z0M9_MOUSE	Ddx23		5127.24	4453.13	5605.65	7248.03	8260.16	9972.36	9585.31	6119.61	5928.2	5430.25	6808.09
D3Z298;P23953;Q64176;D3Z5G7;Q8VCC2;Q8VCT4;Q91WU0	D3Z298;P23953;Q64176;D3Z5G7;Q8VCC2;Q8VCT4;Q91WU0	D3Z298_MOUSE;D3Z5G7_MOUSE;EST1C_MOUSE;EST1D_MOUSE;EST1E_MOUSE;EST1F_MOUSE;EST1_MOUSE	Ces1;Ces1b;Ces1c;Ces1d;Ces1e;Ces1f;Ces1h		6737.12	10256.4	7670.48	11920.3	10769.6	5858.21	4844.2	7236.06	13629.2	10226.5	8716.33
D3Z2H9	D3Z2H9	D3Z2H9_MOUSE	Tpm3-rs7		16024.5	17390.7	14947.3	38704.6	44673.5	43901.7	61401.5	17691.5	24606.4	16886.5	20666
D3Z3N4	D3Z3N4	D3Z3N4_MOUSE	Hnrnph3		7527.81	5750.68	5886.41	5802.23	7150.77	5824.36	6096.3	6826.2	7976.94	5946.9	7072.38
D3Z3N4;P70333;O35737	D3Z3N4;P70333;O35737	D3Z3N4_MOUSE;HNRH1_MOUSE;HNRH2_MOUSE	Hnrnph1;Hnrnph2;Hnrnph3		5822.39	8903.45	7214.36	9168.92	13298.3	13683.9	8863.36	6534.37	10605.1	6776.04	7860.32
D3Z689	D3Z689	D3Z689_MOUSE	Adamtsl5		6903.73	7832.29	7175.67	5313.65	6576.72	6992.99	7515.13	7427.48	5555.75	6162.42	6536.55
D3Z6Q9	D3Z6Q9	BIN2_MOUSE	Bin2		6843.65			4338.83	5323.69	8241.58	10063.9				
D3Z6Q9;O08539;Q7TQF7	D3Z6Q9;O08539;Q7TQF7	AMPH_MOUSE;BIN1_MOUSE;BIN2_MOUSE	Amph;Bin1;Bin2					6947.22	6221.57	7721.35	11672				
D3Z7P3	D3Z7P3	GLSK_MOUSE	Gls		11693.3	9544.75	11847.8	11168.9	8577.91	9649.26	10909.6	11060.2	14775.3	12403.6	14387.8
D3Z7Q2	D3Z7Q2	SIM20_MOUSE	Smim20		6956.11	8042.62	7816.41	5343.71	4961.57	5958.8	3109.9	7205.08	7583.27	8135.91	6854.6
D3Z7X0	D3Z7X0	D3Z7X0_MOUSE	Acad12		56808	71735.1	64680.1	54916	57805.8	52357.7	25511.6	64397.5	69263.4	60002.6	60319.1
E0CYV9	E0CYV9	CD054_MOUSE			1625.21		1701.77	5436.67	3686.29	5009.19	4608.58	3158.23	2085.27	3367.71	3329.56
E9PV04;Q91VC3;A0A0N4SVP8	E9PV04;Q91VC3;A0A0N4SVP8	A0A0N4SVP8_MOUSE;E9PV04_MOUSE;IF4A3_MOUSE	Eif4a3;Eif4a3l1;Eif4a3l2		4907.71	6684.03	4543.17	8829.01	10945.2	10404.4	15068.5	5754.87	7507.29	6931.35	6819.33
E9PV24	E9PV24	FIBA_MOUSE	Fga		16776.4	19744.5	19020.8	568439	592566	1.00696E+06	547175	73036.6	203924	53428.6	50038
E9PV66	E9PV66	E9PV66_MOUSE	Myo18b		2537.46	3410	2493.07	4098.28	3334.05	3780.87	2543.1	3261.75	2857.8	3382.71	2754.76
E9PVA8	E9PVA8	GCN1_MOUSE	Gcn1		3205.13	3744.18	2827.24	4181	5333.8	5283.92	5370.97	3798.25	4195.29	3813.93	3917.31
E9PW43;Q9CQS8	E9PW43;Q9CQS8	E9PW43_MOUSE;SC61B_MOUSE	Gm10320;Sec61b		5231.54	6531.88	7507.09	9929.97	10237	11199.7	12799	7514.8	8603.02	6090.78	6186.87
E9PWQ3	E9PWQ3	E9PWQ3_MOUSE	Col6a3		212661	235984	203857	138955	185000	172925	121677	255080	248130	173280	173748
E9PWZ3	E9PWZ3	E9PWZ3_MOUSE	Rpl3l		3649.26	2892.89	4128.37	3775.65	3492.84	2130.18		4183.05	2415.81	4450.42	
E9PYF4	E9PYF4	E9PYF4_MOUSE	Lmo7		9240.75	8766.33	9083.9	6919.39	6839.57	6477.54	5945.94	9083.71	7590.87	10505.9	8680.27
E9PZM7	E9PZM7	E9PZM7_MOUSE	Scaf11				1152.88	1229.15	1613.28						
E9Q0F0;Cont_P04264	E9Q0F0;Cont_P04264	E9Q0F0_MOUSE;K2C1_HUMAN	KRT1;Krt78		94995.8	14851	50816.7	513461	136984	209387	189295	97936.9	202016	6188.98	416427
E9Q0S6	E9Q0S6	E9Q0S6_MOUSE	Tns1		19736.5	20930.6	20405.2	15432.3	16889.8	14163.2	13338.7	22836.5	24219.2	21823.8	23591.9
E9Q0S6;Q5SSZ5	E9Q0S6;Q5SSZ5	E9Q0S6_MOUSE;TENS3_MOUSE	Tns1;Tns3		2238.97	3597.95	3137.1		3336.26			3607.5	4035.96	2190.06	4028.53
E9Q0S6;Q5SSZ5;Q8CGB6	E9Q0S6;Q5SSZ5;Q8CGB6	E9Q0S6_MOUSE;TENS3_MOUSE;TNS2_MOUSE	Tns1;Tns2;Tns3		3327.25	3484.98	2817.82	2798.71	2846.54	3266.82	2304.35	4007.84	3127.05	3031.97	3827.01
E9Q1Z0;Q8VED5;P50446;Q9Z331;Q8BGZ7;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_P50446;Cont_Q8BGZ7;Cont_Q8VED5;Cont_Q9Z331	E9Q1Z0;Q8VED5;P50446;Q9Z331;Q8BGZ7;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_P50446;Cont_Q8BGZ7;Cont_Q8VED5;Cont_Q9Z331	E9Q1Z0_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6B_MOUSE;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C79_MOUSE	KRT6A;KRT6B;KRT6C;KRT75;Krt6a;Krt6b;Krt75;Krt79;Krt90												5096.57
E9Q1Z0;Q922U2;P50446;Q6IME9;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P13647;Cont_P48668;Cont_Q14CN4;Cont_P50446;Cont_Q6IME9;Cont_Q922U2	E9Q1Z0;Q922U2;P50446;Q6IME9;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P13647;Cont_P48668;Cont_Q14CN4;Cont_P50446;Cont_Q6IME9;Cont_Q922U2	E9Q1Z0_MOUSE;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C72_HUMAN;K2C72_MOUSE;K2C75_HUMAN	KRT5;KRT6A;KRT6B;KRT6C;KRT72;KRT75;Krt5;Krt6a;Krt72;Krt90		15097.3	2269.37	7027.4	80368.9	14821.5	19738.1	26845.1	14883.5	22450.6	1544.24	12503.5
E9Q264	E9Q264	E9Q264_MOUSE	Myh15		20274.1	13171.2	18394.3	16388.1	15519.1	13495	12152	24733.8	18554.5	23412.1	18518
E9Q3E1;J3QMK6;Q80VQ0	E9Q3E1;J3QMK6;Q80VQ0	AL3B1_MOUSE;AL3B2_MOUSE;AL3B3_MOUSE	Aldh3b1;Aldh3b2;Aldh3b3					1097.63	1352.94	1923.34	2461.14				
E9Q3G8	E9Q3G8	E9Q3G8_MOUSE	Nup153		1746.75	1822.69	1542.14	2764.79	4143.4	3138.03	3148.15	2166.62	2561.21	1723.54	1609.15
E9Q3H6	E9Q3H6	E9Q3H6_MOUSE	Coq10a		22144.3	25977.9	23015.9	16906	14995.9	14999	8130.41	22331.1	17398.5	20732.5	17460.3
E9Q3H6;Q3THF9	E9Q3H6;Q3THF9	CQ10B_MOUSE;E9Q3H6_MOUSE	Coq10a;Coq10b		1893.86	1361.26	1913.55	1699.53	710.114	865.707		1200.79	1095.11	1304.32	1372.74
E9Q3L2	E9Q3L2	PI4KA_MOUSE	Pi4ka		4716.7	5061.52	4731.25	4362.6	3995.64	7547.51	3131.42	5387.69	4701.1	5281.7	4837.81
E9Q401	E9Q401	RYR2_MOUSE	Ryr2		22952.2	22283.1	23766.7	18232.5	15409	16608.8	10456.2	21710.7	17079.4	22405	19614.2
E9Q401;E9PZQ0	E9Q401;E9PZQ0	RYR1_MOUSE;RYR2_MOUSE	Ryr1;Ryr2		6111.06	6822.66	7991.5	5829.26	4828.82	5470.04	3198.74	7333.56	4684.96	7337.67	4695.23
E9Q414	E9Q414	APOB_MOUSE	Apob		3464.68	3307.3	3075.26	13077	13058.1	19029.6	14042.2	8237.74	7956.19	4827.01	6310.25
E9Q4Z2	E9Q4Z2	ACACB_MOUSE	Acacb		4287.32	4243.43	4873.61	3789.36	2771.51		3488.68	4975.55	4561.47	5320.87	4345.29
E9Q555	E9Q555	RN213_MOUSE	Rnf213		1141.07		1028.27	3061.39	3089	3883.42	4093.17		2005.85		
E9Q557	E9Q557	DESP_MOUSE	Dsp		42750.6	50216.1	42790	49785.2	38268.5	32344.7	25415.4	46757.7	56696.5	51918.3	50229.5
E9Q5A6	E9Q5A6	E9Q5A6_MOUSE	Nr1h5		14479.3	14068.2	16428.8	12796.8	9291.95	10102.6	4310.91	13169.3	16014.6	16675.3	12109.8
E9Q5C9	E9Q5C9	NOLC1_MOUSE	Nolc1		3251.63	1967.62	2308.24	4414.53	5892.9	5765.73	4008.17	3059.88	3695.88		2250.41
E9Q616	E9Q616	E9Q616_MOUSE	Ahnak		93031.1	92844.2	83743.1	124528	142162	140696	121391	109449	125662	90197.2	101627
E9Q6P5	E9Q6P5	TTC7B_MOUSE	Ttc7b		1344.9	1935.23	1497.9	1123.05	1595.84			1521.99	1816.66	1037.38	
E9Q6R7	E9Q6R7	E9Q6R7_MOUSE	Utrn		5020.93	5284.56	4502.7	4386.99	5113.3	5163.94	5062.87	5405.23	6088.2	4650.03	6121.97
E9Q6R7;P11531	E9Q6R7;P11531	DMD_MOUSE;E9Q6R7_MOUSE	Dmd;Utrn		9550.72	9399.65	7141.61	6807.99	7034.51	6424.8	5413.84	9451.39	9490.28	6576.07	8747.69
E9Q6R7;Q05AA6;P11531	E9Q6R7;Q05AA6;P11531	DMD_MOUSE;DRP2_MOUSE;E9Q6R7_MOUSE	Dmd;Drp2;Utrn		2658.91	2541.59	2502.39	1479.07	3379.42	2488.31	1659.42	2843.95	2770.67	3047.25	3128.77
E9Q7G0	E9Q7G0	NUMA1_MOUSE	Numa1		5641.9	6210.7	5512.01	5960.08	7890.67	7347	8712.74	6109.09	6397.32	5948.11	6264.81
E9Q7L0	E9Q7L0	E9Q7L0_MOUSE	Ogdhl		12782.1	11545.1	14421.1	12073.1	6816.62	10604.9	5472.08	9354.38	5720.36	9931.08	10143.9
E9Q8B5	E9Q8B5	E9Q8B5_MOUSE	Cfhr4		2855.72		1593.52	5800.12	3502.12	6543	2846.22	3118.51	4213.87	2442.54	3007.51
E9Q8B5;P06909	E9Q8B5;P06909	CFAH_MOUSE;E9Q8B5_MOUSE	Cfh;Cfhr4			6908.99		15668.1	10501	13976.2	9038.2	7937.4	10040		
E9Q8Q6	E9Q8Q6	E9Q8Q6_MOUSE	Ccdc141		4759.92	5559.52	5245.99	4209.77	4239.08	3750.84	3101.69	5332.95	4660.38	4804.13	5712.52
E9Q912	E9Q912	GDS1_MOUSE	Rap1gds1		1818.05	2366.11	2306.61	3022.73	2596.69	1803.44		2544.46	2890.02	2536.04	2878.77
E9Q9K5	E9Q9K5	TRDN_MOUSE	Trdn		5204.62	5769.58	4952.54	3812.57	5028.97	4323.79		4011.3	7857.7	6820.84	5556.75
E9QA15	E9QA15	E9QA15_MOUSE	Cald1		5340	5177.77	5612.89	11919.5	12698.8	12370	15013.5	6887.45	9449.17	7064.57	8487.17
E9QAT4	E9QAT4	SC16A_MOUSE	Sec16a		2561.82	1623.87	2150.36	2116.27	2498.58			2580.66	3893.77	2476.3	
F2YMG0	F2YMG0	PRS56_MOUSE	Prss56		19346.7	21958.7	20986.6	17109.1	27942.8	19074.1		25481.9	28167.4	13785.8	22605.4
F6TQW2	F6TQW2	F6TQW2_MOUSE	Ighg2c			2355.92		4021.02		6887.95	2762.45	3248.07	2292.75	2852.27	4255.89
F6YVP7;P62270;A0A1Y7VKY1	F6YVP7;P62270;A0A1Y7VKY1	A0A1Y7VKY1_MOUSE;F6YVP7_MOUSE;RS18_MOUSE	Rps18;Rps18-ps5;Rps18-ps6		21243.6	21744.3	21451.2	37536.5	37937.8	36398.5	37203.6	25208.9	29356.9	24121	25953.3
F6ZDS4	F6ZDS4	TPR_MOUSE	Tpr		3548.72	3559.95	3743.43	4322.05	5636.05	5332.83	6171.27	4070.38	4426.11	3233.82	4820.19
F8VPN4	F8VPN4	F8VPN4_MOUSE	Agl		16770.9	15905	17574.4	14819.3	15293	10677.8	7349.89	16781.3	19118.5	18986.9	18851.1
F8VPU6;P70398	F8VPU6;P70398	F8VPU6_MOUSE;USP9X_MOUSE	Usp9x;Usp9y		3332.75	2247.33	1955.28	2673.72	2650.27	3287.6	2681.53	2162.25	2415.78	3171.23	2699.63
F8VQC1	F8VQC1	F8VQC1_MOUSE	Srp72		2066.34	3365.25	2560.83	3349.34	4080.5	4861.83	4634.36	3565.66	3398.41	2213.16	3424.18
G3UW82;P13541;Q5SX39;P13542;Q5SX40	G3UW82;P13541;Q5SX39;P13542;Q5SX40	G3UW82_MOUSE;MYH1_MOUSE;MYH3_MOUSE;MYH4_MOUSE;MYH8_MOUSE	Myh1;Myh2;Myh3;Myh4;Myh8		1.49748E+06	1.53765E+06	1.51622E+06	1.37754E+06	1.46467E+06	1.30628E+06		1.31083E+06	1.41525E+06	1.16388E+06	1.84319E+06
G3UW82;Q02566;E9Q264;P13541;Q5SX39;P13542;Q5SX40	G3UW82;Q02566;E9Q264;P13541;Q5SX39;P13542;Q5SX40	E9Q264_MOUSE;G3UW82_MOUSE;MYH1_MOUSE;MYH3_MOUSE;MYH4_MOUSE;MYH6_MOUSE;MYH8_MOUSE	Myh1;Myh15;Myh2;Myh3;Myh4;Myh6;Myh8		16892	20372.6	19993.8	21261.6	15436.9	17873.6	8870.29	19844.7	22746.7	21344.9	15881
G3UW82;Q02566;P13541;Q5SX39;P13542;A2AQP0;Q5SX40	G3UW82;Q02566;P13541;Q5SX39;P13542;A2AQP0;Q5SX40	G3UW82_MOUSE;MYH1_MOUSE;MYH3_MOUSE;MYH4_MOUSE;MYH6_MOUSE;MYH7B_MOUSE;MYH8_MOUSE	Myh1;Myh2;Myh3;Myh4;Myh6;Myh7b;Myh8		8607.74	10614.7	13907.5	9811.47	7071.68	2741.33	4829.8	7131.23	9747.98	9327.34	1385.94
G3UW82;Q5SX40	G3UW82;Q5SX40	G3UW82_MOUSE;MYH1_MOUSE	Myh1;Myh2		8667.97	4310.84	10874.7	10658.3	6226.17		3352.98	10311.1	9973.86	8137.07	
G3X8Y1	G3X8Y1	G3X8Y1_MOUSE	Trim55		3118.53	2580.93	3182.67	2393.13	1321.88			1827.57	3384.1	3621.73	3642.47
G3X8Y1;Q9ERP3	G3X8Y1;Q9ERP3	G3X8Y1_MOUSE;TRI54_MOUSE	Trim54;Trim55		6896.16	7221.46	6529.98	5038.51	4747.26	4026.56		7662.17	5292.7	6423.55	6824.29
G3X972	G3X972	G3X972_MOUSE	Sec24c		1817.85	2402.79	2039.78	2965.67	2993.3	3108.7	3341.83	2405.26	2626.74	2266.78	2408.89
G3X9C2	G3X9C2	FBX50_MOUSE	Nccrp1					32831.4	64306	78513.2	37153	19638.9	70801.1		64403.5
G3X9D6	G3X9D6	G3X9D6_MOUSE	Apon				1273.58	9475.91	8378.19	5573.99	5404.98	3541.27	5828.32	2632.3	5428.36
G5E829	G5E829	AT2B1_MOUSE	Atp2b1		5371.73	5229.36	5320.75	5874.25	5464.43	6339.41	6390.75	6019.39	6268.77	5715.26	5376.51
G5E829;Q0VF55;Q6Q477	G5E829;Q0VF55;Q6Q477	AT2B1_MOUSE;AT2B4_MOUSE;Q0VF55_MOUSE	Atp2b1;Atp2b3;Atp2b4		966.604		1049.06					1261.65	1132.77		
G5E895	G5E895	G5E895_MOUSE	Akr1b10		9506.11	8365.47	7830.17	10623.6	9298.21	6377.27	4830.51	7374.48	7940.68	8401.97	11091.8
G5E895;P21300	G5E895;P21300	ALD1_MOUSE;G5E895_MOUSE	Akr1b10;Akr1b7		3158.06			3852.12	3567.62				2179.96		2616.76
G5E895;P45377	G5E895;P45377	ALD2_MOUSE;G5E895_MOUSE	Akr1b10;Akr1b8		5371.52	4114.11	5081.95	5605.77	3415.64		2927.88	2102.65	4958.95	5009.81	
G5E8J6	G5E8J6	G5E8J6_MOUSE	Hrc		21207.3	14429.9	19103.4	12442.3	14484.5	12399.3	5902.31	17020.2	17272.9	19774.2	14521.6
G5E8K5	G5E8K5	ANK3_MOUSE	Ank3		4166.9	4990.6	4298.54	3260.78	4788.27	4298.45	5462.11	5806.74	5861.5	5271.69	5269.94
G5E8K5;Q02357;Q8C8R3	G5E8K5;Q02357;Q8C8R3	ANK1_MOUSE;ANK2_MOUSE;ANK3_MOUSE	Ank1;Ank2;Ank3		4659.07	3723.16	3865.91	3280.03	4328.02	5060.05		4178.04	4246.33	4714.56	
G5E8K5;Q8C8R3	G5E8K5;Q8C8R3	ANK2_MOUSE;ANK3_MOUSE	Ank2;Ank3		3151.96	2349.98	2581.13	2639.71			2453.36	2738.18	2819.35	3528.58	2826.53
G5E8V9	G5E8V9	ARFP1_MOUSE	Arfip1		2560.72	2502.39	2331.23	2637.28	3703.66	3336.52	3986.29	2772.4	3543.06	2755.46	2750.53
G5E8Z3	G5E8Z3	G5E8Z3_MOUSE	2310050C09Rik		23584.2	38870.1	18900.6	46399.1	79197	78060.9	30068.1	9713.94	43739.3	2396.58	15482.8
I3ITR1;Q9D924	I3ITR1;Q9D924	I3ITR1_MOUSE;ISCA1_MOUSE	AK157302;Isca1		964.265	939.156	853.727	915.191				915.813			
J3QNM7;Q9CPQ8	J3QNM7;Q9CPQ8	ATP5L_MOUSE;J3QNM7_MOUSE	Atp5mg;Gm5426		57573.9	62004.5	51962	46569	57584.8	63347.9	28638.3	76697.5	62032.1	75027.3	80151.2
L7N1Y0;E9Q0T8;A0A087WR13;Q8BW94	L7N1Y0;E9Q0T8;A0A087WR13;Q8BW94	A0A087WR13_MOUSE;DYH3_MOUSE;E9Q0T8_MOUSE;L7N1Y0_MOUSE	Dnah3;Dnah7a;Dnah7b;Dnah7c		2471.93	3086.55	2176.48	2741.4	2358.8			2996.59	2767.38	3131.22	3510.06
L7N2B8;E9PXJ8;K7N6V2;A0A3B2WBC8	L7N2B8;E9PXJ8;K7N6V2;A0A3B2WBC8	A0A3B2WBC8_MOUSE;E9PXJ8_MOUSE;K7N6V2_MOUSE;L7N2B8_MOUSE	Vmn2r58;Vmn2r60;Vmn2r61;Vmn2r90			3088.64								2817.4	
O08528	O08528	HXK2_MOUSE	Hk2		24817.8	23474	28062.9	25945.2	21673.2	21204.5	14141.3	21827.3	18855.5	23468.5	19352.5
O08529	O08529	CAN2_MOUSE	Capn2		15316.4	13136.6	12555.1	16191.3	17444.5	17455.5	17056.9	16097.9	17722.9	14765.4	14295.4
O08532	O08532	CA2D1_MOUSE	Cacna2d1		7422.08	8185.81	7810.86	6565.4	7075.95	7397.83	4519.53	6633.24	6920.96	8306.49	7310.24
O08547	O08547	SC22B_MOUSE	Sec22b		7002.18	8904.12	6487.2	7215.73	9559.93	8830.1	8848.94	7430.82	9245.87	7494.42	8749.73
O08553	O08553	DPYL2_MOUSE	Dpysl2		24193.8	23705.8	23054.9	21422	24530.6	17988.2	15736.3	24756.4	39632.3	22020.2	28893.3
O08573	O08573	LEG9_MOUSE	Lgals9		2900.67	4083.2	3410.69	3511.41	3966.92	5879.1	3807.47	3899.73	4629.52	3588.82	4216.37
